,adding a panel.txt,adding panel using javascript.txt,bookmarks links.txt,bookmarks manager.txt,character style printing.txt,CSS2 page printing.txt,cursor icon.txt,customizing panels.txt,Default Panels.txt,default width.txt,deleting a panel.txt,deleting all panels.txt,dragging a folder from the desktop.txt,dragging a helper-application file from the desktop.txt,dragging a large image (stress).txt,dragging a text file from the desktop.txt,dragging an image onto the desktop.txt,dragging content to a dialog.txt,dragging from manage bookmarks menu to personal toolbar.txt,dragging from the Find File window.txt,dragging image files from the desktop.txt,dragging images across browser windows.txt,dragging into a frame-set page.txt,dragging into an editor window.txt,dragging invalid items from the desktop.txt,dragging items from the Bookmark Manager.txt,dragging items to the Bookmark Manager.txt,dragging onto the application icon.txt,dragging shortcuts from the desktop.txt,dragging the proxy icon on to the Desktop.txt,dragging the proxy icon.txt,dragging URL to an AIM window.txt,dragging URLs across browser windows.txt,dragging URLs onto the desktop.txt,header_footer printing.txt,HTML 4.0 page printing.txt,listing available local panels.txt,listing available remote panels.txt,maximum width.txt,mouse over panels.txt,Mozillazine result page printing.txt,non-default width.txt,offline printing.txt,open-close of sidebar.txt,order and panel list saving.txt,page setup (Mac only).txt,panel title.txt,paragraph style printing.txt,portrait and landscape settings.txt,previewing panels before addition.txt,print preview.txt,printing frames.txt,printing HTML widgets.txt,printing images.txt,printing large pages.txt,printing lists.txt,printing page source.txt,printing pages in different formats.txt,printing pages with alignment.txt,printing pages with indentation.txt,printing range.txt,printing web pages.txt,reading a panel.txt,reordering panels.txt,table printing.txt,unselecting panel.txt,verifying that nothing changes when you cancel.txt,What's Related links.txt,What's Related lists.txt,XML test page.txt
deleting a panel.txt,0.021363024219402393,0.0755760878797116,0.0769361160464751,0.09048792953243312,0.0982629373190097,0.1808481561413493,0.10816944138401308,0.03183884379413726,0.07370628617663333,0.11562043890394669,0.0,0.005938431894313756,0.14083410981620026,0.1325496711783538,0.13283686551450102,0.14984274904866468,0.1818219071645586,0.12181114754632105,0.09004925003562747,0.10186412180839532,0.14690402392033675,0.12323232193262479,0.142921660983511,0.09318744125009981,0.12190170535829015,0.1250987260641725,0.15058181390340664,0.14444542239968816,0.16239670653208826,0.10838668761541415,0.10989353540165736,0.12407034029500119,0.08926043122573202,0.09929800900863794,0.15721852853834817,0.12904947657733867,0.045597454059762454,0.13295535518448542,0.13387323915970106,0.09462570920630797,0.10824828135536912,0.0667392083854057,0.12898570659438802,0.08096026746868645,0.029620979228896727,0.11368583169119117,0.041175050257130974,0.09742150777610059,0.07397288837699434,0.04050753738443724,0.12073410471659562,0.09225361746870797,0.09686591084613971,0.16694590849660917,0.0889225162458177,0.10026058902247714,0.07360774371950829,0.1080551737481078,0.10659817256966142,0.1059703119947113,0.09838562796662698,0.1337886181409963,0.02937089134003923,0.0337802414136642,0.10117996106888205,0.0913970751525317,0.029164311211099414,0.05940713197482528,0.10876576728431231,0.12412698166567648
deleting all panels.txt,0.020052307380785006,0.07541676774126405,0.07602438604400397,0.08698625023863404,0.10231183076174777,0.18800609491735543,0.10164759630158637,0.025316003500678308,0.07158728826856986,0.1103458037748507,0.005938431894313756,0.0,0.14292048915572575,0.13718240284533023,0.13741617396516237,0.14852168587192605,0.18890539551075802,0.1220470605971733,0.09357604114712958,0.10680634540429745,0.1523183991731193,0.12510509044462803,0.14147457869318014,0.0956267728156831,0.12458418427768203,0.12541962607278434,0.1554419678402824,0.14593015328856918,0.16739534162290726,0.11138474611115934,0.1115455809294642,0.12647623734095337,0.08822626430625413,0.10113337917733789,0.15705604163993625,0.13256296449322313,0.048074578484467057,0.14022133033472184,0.12742835857139567,0.09340275240886131,0.11174566298475086,0.06419203419563413,0.1347442296270882,0.0766520098438378,0.02537408969048849,0.11725691668577631,0.04221014594945527,0.1000374453812708,0.07216126086231522,0.03531399342288366,0.12410772830118988,0.092660181304698,0.09760585860594406,0.1734139417420817,0.09233486389132106,0.10703203370623326,0.07523223070636953,0.1104098383384925,0.10839944868213813,0.10829035547003807,0.10091004617761634,0.14021961410465755,0.030725529642871563,0.02941021673579791,0.10467583775506095,0.0958362122355837,0.028336782034043217,0.06066711008211301,0.11501821727713435,0.1289714519552302
dragging a folder from the desktop.txt,0.14086411501352036,0.18651312322471747,0.17051058085306003,0.19700824964756125,0.14407808297244673,0.18936555015916479,0.1545658792549145,0.1514957295706365,0.11620963354069314,0.13227088410422927,0.14083410981620026,0.14292048915572575,0.0,0.061387391242373024,0.049303223215977465,0.10591115683668184,0.08162115156514083,0.0890376722132068,0.09749853913635709,0.026273104601797992,0.05563733492736822,0.09039120046533033,0.09588734702439838,0.05491880298796714,0.019489045073962097,0.029508761935583605,0.04593177675814175,0.028965913370361807,0.04484646471129072,0.06101410729987844,0.08679108522206014,0.15477281285071653,0.08564527403011579,0.068443003041055,0.16600697471546655,0.14199401858881977,0.14459198369346882,0.16436823797919475,0.19870635631341738,0.22689282820302714,0.17560435080285663,0.10068509626932054,0.1563961264599505,0.17499675506367007,0.14032971608072142,0.13482502909038707,0.16941601707595422,0.14647724009301655,0.1660443258967187,0.18763998351528544,0.17249512595315608,0.14150075042547894,0.14934381734697433,0.17776207485546414,0.12680515469503384,0.1370409443288778,0.12437223134524422,0.14159793309201496,0.1631032971321793,0.1566363680696592,0.13156577812914094,0.16513459751911141,0.12770259052571165,0.12116869213046022,0.14150994905064673,0.24816538000726784,0.12786443954690174,0.1415140137170382,0.15474164945191238,0.1424153680953223
dragging a helper-application file from the desktop.txt,0.14420170210872907,0.18040410880989521,0.1689704471276645,0.18254083036853952,0.1056381781995831,0.13766407076576748,0.13352232230567773,0.14747048014951514,0.11596972441878861,0.13818044516832317,0.1325496711783538,0.13718240284533023,0.061387391242373024,0.0,0.07859239601402546,0.0996224749674286,0.06612380684512931,0.10073036039324412,0.1064018981907855,0.046749075304905574,0.05270089404321898,0.09025711918053625,0.11584071043707345,0.07478789338864822,0.04943284720918051,0.055985602200786744,0.06813438048650466,0.06267203875169203,0.0876390523948678,0.06995615421220092,0.10051096208464183,0.12609496772016904,0.08078732497493812,0.05477043051944708,0.16865319008423474,0.13468275973136612,0.12551308930735328,0.1553178053415556,0.20320913907355043,0.16103225045050107,0.1371447606561732,0.10639542592309337,0.10454601734218405,0.15484781943938009,0.13786872677341921,0.10955444880473542,0.18858937701002665,0.10769864150135999,0.15568582208783188,0.18427858765729133,0.15637419064457603,0.13013655371930644,0.1434210668492858,0.16621809241587826,0.10001364382689226,0.12134200393216832,0.11036301320516229,0.12514146433627804,0.1455998989242021,0.1469626337802572,0.1255263533015809,0.15472379788892743,0.1248167573253387,0.12325217194804172,0.10231819175656431,0.2538028600347305,0.1262755119866089,0.1219640859561788,0.1383736540961219,0.13579609735428277
dragging a large image (stress).txt,0.14287620231310771,0.1919962738679688,0.17915731765615805,0.21203166632093906,0.15612269403183654,0.19175772973624028,0.1552565021609107,0.14507411026590566,0.15275700965269456,0.16178948730613485,0.13283686551450102,0.13741617396516237,0.049303223215977465,0.07859239601402546,0.0,0.1316112921493271,0.06133441152291852,0.10188540393712608,0.11801613547188139,0.05013604375934477,0.05309209194799003,0.04830709720085713,0.09290462786853049,0.030619720282394902,0.050987806568127736,0.06333321693548866,0.07751784904345704,0.057828625032072645,0.06928357228190651,0.07824039448635722,0.08080671926982508,0.15619396524361584,0.055802328620635056,0.06754160846719459,0.17141112808684655,0.15337972326120797,0.15679696751598993,0.1865373497136994,0.21233101776291097,0.22150138567568045,0.18635979694381355,0.11205313579054721,0.1609978829118498,0.15591193134721015,0.1420660910840923,0.15373144562154817,0.18489791390658616,0.1594460047932439,0.16974337414666008,0.1745461164806179,0.18170635985152506,0.1468469467665301,0.1607250117182908,0.11152491308683543,0.1311016660295341,0.15401625223271553,0.1306443546787288,0.1528996458720373,0.1721135048669754,0.1643595482259652,0.13132651428320363,0.17738602012091154,0.13753444546862093,0.12490852066403368,0.15270864559915265,0.2620560224910893,0.1285799537320883,0.15082700066781896,0.1738738375445168,0.14932990229788423
dragging a text file from the desktop.txt,0.14248374764283755,0.14199827275065835,0.13443788782638288,0.1690300555235772,0.12646992604805252,0.17507815059584286,0.15645007479347184,0.1476569031457603,0.11866745265238299,0.142991887854916,0.14984274904866468,0.14852168587192605,0.10591115683668184,0.0996224749674286,0.1316112921493271,0.0,0.17288735298165991,0.12483975331851527,0.12935302732156684,0.09559959042754895,0.06576397144533819,0.10547556956427129,0.171600026971798,0.11040759332137118,0.11118650001155261,0.12845363463294412,0.16470909982676873,0.11639740582460212,0.11924644806108042,0.10721464181858642,0.1064452236246235,0.17466645974092143,0.09983378256480058,0.09894208692061834,0.1697058996987818,0.13374390644199352,0.13984631840988038,0.24210984381635647,0.16492381194623829,0.1918783822193476,0.14918094994175912,0.10530607422367455,0.13173626553325457,0.16189674055545,0.14697311207486374,0.13491141247518168,0.1537194789263725,0.12448305699859874,0.17079883793425432,0.1659512416338872,0.13726507283324296,0.11933801358756235,0.11410011151026822,0.20983517091439818,0.1219203622358862,0.12144137481401684,0.1100767208436535,0.10719687426544944,0.12012800846312333,0.11733328092541473,0.1629003748557386,0.1414911235323656,0.157668106031277,0.12734862040593897,0.1333698842278903,0.19814735786623627,0.14337766802174767,0.13247884767297502,0.1972538371860333,0.12118209492813858
dragging an image onto the desktop.txt,0.1933495011443841,0.2384083203070656,0.22651420711514858,0.2384789767040587,0.1498973321407533,0.17655387784131216,0.17555367581585823,0.194044199574247,0.17106221199395266,0.20551438933953903,0.1818219071645586,0.18890539551075802,0.08162115156514083,0.06612380684512931,0.06133441152291852,0.17288735298165991,0.0,0.11865759057085845,0.14638546276123932,0.08043734501502853,0.06553621019872025,0.08974352690162601,0.118691184270174,0.10246305650346632,0.06804360265923814,0.06266402379189251,0.0683212723615847,0.06879629567753331,0.10395712008289937,0.10593711335112876,0.14994026922882375,0.18166708354180827,0.10451217532522872,0.07618105799517116,0.1803200513501798,0.16103292786774648,0.18171762124619661,0.20239598824632854,0.25412577649113344,0.22811879801423252,0.18716943337350922,0.17265322959641038,0.14055742854432485,0.20724027741321538,0.18471477753992294,0.1554777577549732,0.2408473289991978,0.1562099587505903,0.1895660630257604,0.22882773413980473,0.1976012561360928,0.17308846645719367,0.18377425389039415,0.09016727276622793,0.14080948222837453,0.15008653931608273,0.1524658670231942,0.16234593459289215,0.1907051785181687,0.19236302136199646,0.15055375240777447,0.18670794894171883,0.16712030217149,0.1739400143417642,0.14300018004917692,0.31236134720550224,0.17546784267866666,0.19208104432094886,0.19489500167099472,0.15392707791433935
dragging content to a dialog.txt,0.11865845249023399,0.15398045303525199,0.14879677691218096,0.16422361967289445,0.10570181341238183,0.1931379909888471,0.14065371022196138,0.1312543370301653,0.10761330505103017,0.1489159361874286,0.12181114754632105,0.1220470605971733,0.0890376722132068,0.10073036039324412,0.10188540393712608,0.12483975331851527,0.11865759057085845,0.0,0.08224211609890586,0.07384191622832514,0.10369957071079383,0.11919839614058125,0.09429828046493582,0.07343046120601682,0.06544931910882712,0.07452384165580117,0.08781100626343696,0.07565986042092898,0.11872848317169449,0.07589758936236557,0.11580366924313323,0.11608826344453926,0.08865693652226236,0.06761208616121828,0.15201034539556857,0.11431443194062219,0.1331189100925877,0.19217459219031408,0.18656530510990454,0.20461830451557372,0.13006481682440296,0.10967787586936739,0.14550578966067407,0.14741052060983684,0.12378154053993362,0.11585093230489085,0.14256663937813974,0.1013328772648916,0.12444953290530969,0.162398598789801,0.1366916567811136,0.1057898814020003,0.11532306877612919,0.15662908802779119,0.0845745326513373,0.10982867700799603,0.10178342980572141,0.10818278739677212,0.11724183301534297,0.12331733684139812,0.10232048865728716,0.1293587373461237,0.10841099885539918,0.11549648833799586,0.11429132061875391,0.21486220893518881,0.11853880352650614,0.12123128020596252,0.14955344168500495,0.10402406895388117
dragging from manage bookmarks menu to personal toolbar.txt,0.0939094257707852,0.12307743067520516,0.07895414346684049,0.08726388261661511,0.09858006340225567,0.17569813459498784,0.13602252981846352,0.09898440184719548,0.08854033574809828,0.11969167009193427,0.09004925003562747,0.09357604114712958,0.09749853913635709,0.1064018981907855,0.11801613547188139,0.12935302732156684,0.14638546276123932,0.08224211609890586,0.0,0.07000032935817146,0.11569040720563628,0.12199429576668763,0.1277914267284911,0.07944981320297329,0.08247482451190191,0.08634466399561769,0.08374497834475192,0.09042292395315399,0.11780493874966302,0.06613922806588268,0.09057852180752168,0.10464398939892872,0.0920518014167383,0.07451816073153195,0.14695537380193746,0.10919032716574117,0.09979490298109728,0.1640351302060037,0.15809735179058448,0.16870284242957612,0.11851209860329337,0.08479513138517158,0.1450996760278812,0.12204693142442846,0.09131252266980172,0.11494460467955059,0.10161127680779336,0.1000007235862902,0.11679179044784083,0.133861680586137,0.09832095559416809,0.09214917903469488,0.08665407957114968,0.18209650724182047,0.07854212828061424,0.09635120435816624,0.08084687788559186,0.10681811273186548,0.10209865323300049,0.09719037256349161,0.11607316418464564,0.11665923483078733,0.09456886446037482,0.08219166969397429,0.11164988642795093,0.15123048764736702,0.08122733783393166,0.09416580076276138,0.12565240785629295,0.10755532373451882
dragging from the Find File window.txt,0.10943573846941634,0.1582095219410773,0.12686902285274992,0.1575738807491065,0.10883097809854103,0.16962005891405219,0.12970994387759216,0.11470089617245682,0.10320467614292173,0.1372156016304662,0.10186412180839532,0.10680634540429745,0.026273104601797992,0.046749075304905574,0.05013604375934477,0.09559959042754895,0.08043734501502853,0.07384191622832514,0.07000032935817146,0.0,0.048846867948775574,0.06945018558869864,0.08768140881824205,0.04066767533467186,0.02715004963633616,0.0396263663722225,0.04612613376119645,0.036800411589764215,0.05340055375316244,0.03924388688913916,0.058989691709768755,0.12002117887959707,0.05418409689594328,0.04282272939729914,0.15476041716715794,0.1154716871204643,0.10794354465068146,0.1329874805600505,0.18792449697612146,0.1883411527420744,0.14655925473431108,0.08777293871416703,0.13060376649523453,0.1263070969341047,0.11335468814244543,0.11243861399520483,0.14032292642115352,0.11396659725111358,0.14339652151082594,0.15147827753809284,0.13505115823954728,0.11520487012462888,0.1275757027314639,0.15112623209997955,0.09436703293959314,0.11257477086774614,0.09431455285332069,0.12460894717221294,0.1401207916166417,0.13614710021810772,0.12057464349330804,0.12809366777932285,0.09845074545292831,0.09479364007160462,0.11204657677662488,0.21400089485090668,0.10053348387580496,0.09659018737392822,0.1204128299837387,0.1107483176427132
dragging image files from the desktop.txt,0.146295236062854,0.16885286555445955,0.15625226341857767,0.19105701503098116,0.13717316369692611,0.17650718372804686,0.16057224197932407,0.1586975145798074,0.1451879739772457,0.15667656217750492,0.14690402392033675,0.1523183991731193,0.05563733492736822,0.05270089404321898,0.05309209194799003,0.06576397144533819,0.06553621019872025,0.10369957071079383,0.11569040720563628,0.048846867948775574,0.0,0.06427630054082323,0.11846721130387827,0.07371784983215368,0.05402800531386054,0.0693527410859518,0.08616953584389497,0.05144622506413832,0.07195680721554465,0.08202255605778319,0.10047081712610395,0.18070812375320766,0.07333451250008116,0.062415069457962824,0.17064108966648894,0.1338833609727239,0.1551836533405342,0.21680529080293365,0.19901143081958184,0.21412361660004842,0.16262975698590965,0.11695403388629111,0.12763113666611314,0.1715429901762704,0.15314914063009133,0.12733286172525926,0.17490509723974668,0.14120463578201714,0.16896096992173126,0.17303250913591994,0.1457516228712069,0.13470854350930916,0.13487892773575938,0.12449170143526356,0.12405248726832285,0.13042298751246006,0.11644880623680409,0.12270241681974337,0.15228027572576108,0.14525555460690787,0.1408269198012323,0.15373579335778897,0.15229457874821395,0.13461380801484146,0.13508187205581224,0.2334821681245005,0.1440925435289968,0.1442371955494296,0.18842951244038886,0.12123892609924569
dragging images across browser windows.txt,0.12773600096155524,0.17923827998852215,0.16902137549104446,0.21064603682240968,0.13724053800074099,0.18203895444138685,0.1630253605412384,0.12776207345844026,0.13098177696581925,0.14952764451024625,0.12323232193262479,0.12510509044462803,0.09039120046533033,0.09025711918053625,0.04830709720085713,0.10547556956427129,0.08974352690162601,0.11919839614058125,0.12199429576668763,0.06945018558869864,0.06427630054082323,0.0,0.08858379091737933,0.0680814350636586,0.0895267416118829,0.10912151721798502,0.12963932285103552,0.10248150583677085,0.09819710224697065,0.07905504249774975,0.049156504138109236,0.13781906497434904,0.01953958390881394,0.05119968479565273,0.17132727384212554,0.1720300673062738,0.13463565122572396,0.2192939372657906,0.1757886633492669,0.18052349554815095,0.1806533056610906,0.09169642128829658,0.14560074079655283,0.13065252573121056,0.1293708934857244,0.1505101200148633,0.1689615802502994,0.14267516948078196,0.17252228527121138,0.14940598917864123,0.17351913447758072,0.14900365509790625,0.1631196986204284,0.12552964137850375,0.12761640236786276,0.14792895682439144,0.12387842399871296,0.15665354773098628,0.16531621725815804,0.16097224879046268,0.1483729914052917,0.18634715499349175,0.12848328220696714,0.10985492305749145,0.1330326527082133,0.2405829369311029,0.12227867297790751,0.13706837838507635,0.1953803184157764,0.15492441841978766
dragging into a frame-set page.txt,0.14878303138533666,0.2246883288689604,0.20412159813385344,0.22173191418031868,0.14448051384192306,0.21475051812013146,0.2003127821005357,0.1340191170474715,0.126582250074733,0.16275898664716393,0.142921660983511,0.14147457869318014,0.09588734702439838,0.11584071043707345,0.09290462786853049,0.171600026971798,0.118691184270174,0.09429828046493582,0.1277914267284911,0.08768140881824205,0.11846721130387827,0.08858379091737933,0.0,0.08259877220173262,0.0784507825217563,0.10593470998285626,0.10857566855293321,0.10375140820667417,0.15186826049759927,0.1016154153600961,0.10235932199706377,0.14214260389625066,0.07190422764753246,0.0809093725949176,0.14719239567148368,0.17079448673185615,0.15390464122785463,0.195056248023451,0.20738247217076733,0.21799601513295197,0.17523790153678376,0.12210756832113845,0.17216476622480592,0.18477641137944778,0.13380586598068178,0.16101728311112096,0.18302787009473886,0.14677808289235705,0.14295503926062347,0.18160487100397704,0.1874310211620941,0.12273948150214986,0.1848396429191721,0.1856413906380654,0.12454274489471429,0.16361786505908305,0.1352206919156913,0.158623605531112,0.1674450684924199,0.17313904247742995,0.13324211300377287,0.18710210443800823,0.12122192761430894,0.12561730915468827,0.14973921800372114,0.291370634901421,0.12922107347537382,0.1546122384509454,0.1920879157005032,0.16454292714709973
dragging into an editor window.txt,0.10637078340111716,0.1588756957385985,0.1352912296824148,0.1570441034610519,0.11535627813417937,0.17410298224246568,0.12764334488001627,0.10255948830153439,0.10944825737920005,0.13438504377000227,0.09318744125009981,0.0956267728156831,0.05491880298796714,0.07478789338864822,0.030619720282394902,0.11040759332137118,0.10246305650346632,0.07343046120601682,0.07944981320297329,0.04066767533467186,0.07371784983215368,0.0680814350636586,0.08259877220173262,0.0,0.0465470969834022,0.060976856406905755,0.07420785690972354,0.05915268050227307,0.08660229894723559,0.05631383579606264,0.06021436519392542,0.10793318358539528,0.049567313040630334,0.05704591169661788,0.14833193227530417,0.12146366955730226,0.11240058074998704,0.14672421208041508,0.18326558217524203,0.18330696660274926,0.1448117932815609,0.08806057500758646,0.1427214721545188,0.12898548242586927,0.10744273383088854,0.12901689904116054,0.14079958360913047,0.11591365345881344,0.12641847333295908,0.13502661461579557,0.14678128661134393,0.10556797778338722,0.12177080472005253,0.15150746749166877,0.0929544523732081,0.12233841823050062,0.09432323622434824,0.12026446726587092,0.13367381548071533,0.129958955951043,0.10654368155388205,0.13968129152636344,0.09484101819989266,0.09304925439486278,0.11857060640630546,0.2185285777810798,0.09577219891660838,0.10737109934934375,0.13409016614146185,0.1201380865761541
dragging invalid items from the desktop.txt,0.1303396517506128,0.1823261396753756,0.16807676082891798,0.1868476274543659,0.12229123604473391,0.17951579978376841,0.14345177750741334,0.13485915828587403,0.10732129466809548,0.12442138071644981,0.12190170535829015,0.12458418427768203,0.019489045073962097,0.04943284720918051,0.050987806568127736,0.11118650001155261,0.06804360265923814,0.06544931910882712,0.08247482451190191,0.02715004963633616,0.05402800531386054,0.0895267416118829,0.0784507825217563,0.0465470969834022,0.0,0.0200824218069221,0.039932635819466156,0.02509560012807921,0.0585244613858974,0.05317239330625467,0.0895104102807881,0.14352720817783926,0.08010790357939945,0.05425088582572679,0.14297418809920837,0.11926799383414455,0.12922694922236844,0.15595772103770422,0.19743939411647005,0.21357520101159266,0.1404149621861771,0.09720307907867809,0.12948030592575777,0.16556123475601647,0.12687600553446698,0.11539613892936484,0.16318888885512783,0.12290994774878405,0.13122364972083767,0.17287006579229536,0.16536336268916996,0.12350597913382433,0.13152646000560808,0.15748619745809578,0.09649772693205594,0.12152077158717667,0.10231595534108728,0.12148355912594155,0.14637603834844481,0.14323491256231902,0.10378050795597127,0.14926265672311256,0.10665726370771578,0.11190676555945311,0.11665172586221995,0.25006641854215206,0.11447539848024035,0.13248578340457606,0.14289049523917707,0.12033085132860555
dragging items from the Bookmark Manager.txt,0.1321454753689253,0.17940291591320978,0.15157230795090115,0.1584713195487345,0.12326671294411151,0.18390185445311957,0.13173855857340366,0.13899612502679037,0.11256036851724671,0.13421611037556624,0.1250987260641725,0.12541962607278434,0.029508761935583605,0.055985602200786744,0.06333321693548866,0.12845363463294412,0.06266402379189251,0.07452384165580117,0.08634466399561769,0.0396263663722225,0.0693527410859518,0.10912151721798502,0.10593470998285626,0.060976856406905755,0.0200824218069221,0.0,0.029259714248161206,0.03480432648060772,0.06377599643942289,0.0567920419633835,0.10501236207461195,0.13703682311853083,0.0954967274178875,0.05920397841293312,0.15080259743282354,0.120554293785612,0.12640643778468563,0.1453776139378673,0.19741779274357374,0.20543536464411616,0.14562433699742283,0.11015149939809155,0.1303432001816931,0.15719581467996313,0.13594763963551715,0.11434953591853836,0.1751832554186017,0.1243357855891356,0.13577514450213912,0.1779853478491561,0.1672765313989859,0.1329645745521758,0.13439253848821453,0.1476774417144061,0.1046904095544382,0.11795985552949251,0.11265983054501494,0.12882784031564698,0.15532204207804412,0.1551121601578801,0.10773599646223386,0.14247372062864594,0.1101587221926631,0.11856973253025727,0.11713758848534073,0.25194049205465174,0.12391835359962433,0.13026196886455355,0.1259534554275531,0.12310669821893339
dragging items to the Bookmark Manager.txt,0.1589533099029986,0.19655944677788417,0.14503752994235675,0.14759174420502752,0.13283085192430932,0.1832883388912826,0.15175678011279436,0.1684599360110104,0.13224396154148244,0.16071144689926642,0.15058181390340664,0.1554419678402824,0.04593177675814175,0.06813438048650466,0.07751784904345704,0.16470909982676873,0.0683212723615847,0.08781100626343696,0.08374497834475192,0.04612613376119645,0.08616953584389497,0.12963932285103552,0.10857566855293321,0.07420785690972354,0.039932635819466156,0.029259714248161206,0.0,0.039646800432832974,0.07499708552069151,0.06930224916662064,0.11700198923497851,0.13268963887055063,0.10818255693112744,0.0689341769439592,0.15913877912363106,0.12686861542392713,0.1557754474490317,0.16061907377020923,0.2107628913049726,0.22405452979145202,0.15627202743412816,0.13077779633719633,0.15542209829498288,0.17037140284575647,0.15259584673571147,0.15310432138825292,0.19644036755378425,0.1334741795835639,0.16184131849203165,0.21102857948274967,0.16320798724325647,0.14247090635068216,0.1526502442678056,0.15826779528606316,0.10990390727387234,0.13786437886086345,0.1324417099589712,0.1490784768597203,0.16667156915013925,0.16882845830090032,0.1239689101994147,0.1422949752060113,0.12986114602462318,0.13592854533312237,0.13510313346067737,0.27202694149265183,0.13931550897118483,0.13524213123463957,0.13350877463051403,0.13127151397089365
dragging onto the application icon.txt,0.14101501257350468,0.17400205455978113,0.16232695420389875,0.18231130333740908,0.13674595607969053,0.17519168045061306,0.14307697087297178,0.1584468033512908,0.13520629976233922,0.14658177198215738,0.14444542239968816,0.14593015328856918,0.028965913370361807,0.06267203875169203,0.057828625032072645,0.11639740582460212,0.06879629567753331,0.07565986042092898,0.09042292395315399,0.036800411589764215,0.05144622506413832,0.10248150583677085,0.10375140820667417,0.05915268050227307,0.02509560012807921,0.03480432648060772,0.039646800432832974,0.0,0.055667400749061624,0.06280151606008455,0.0986974705121878,0.16145239934107614,0.0904933278200658,0.06388089589643564,0.17190528097766267,0.12975681944516204,0.16429501238180189,0.19294817932661934,0.20385403107661704,0.2240295983761652,0.16353992823668906,0.1227158428763262,0.16321266808180257,0.16915841049439762,0.14676179842858394,0.14214505690526413,0.173890865895185,0.13771046106255658,0.1567578517183913,0.1881453981522544,0.16256166858991195,0.1361213678377261,0.13826094693901736,0.15829298514504164,0.1197840308412732,0.13697337474968285,0.12192010947542575,0.13670578373693165,0.15789320170446142,0.1525293707950156,0.13383258255378494,0.15449039529329378,0.1381704913817826,0.13153194916396138,0.13945270538312737,0.239732176023555,0.13677558641241083,0.14862729654396756,0.16749493464792908,0.12638649045999817
dragging shortcuts from the desktop.txt,0.15604459287168992,0.18082717914411706,0.16564042090982034,0.20656342766705882,0.1792588307232139,0.18586093195479603,0.14874761018544014,0.1762328654248727,0.16396524006869806,0.15043013828288587,0.16239670653208826,0.16739534162290726,0.04484646471129072,0.0876390523948678,0.06928357228190651,0.11924644806108042,0.10395712008289937,0.11872848317169449,0.11780493874966302,0.05340055375316244,0.07195680721554465,0.09819710224697065,0.15186826049759927,0.08660229894723559,0.0585244613858974,0.06377599643942289,0.07499708552069151,0.055667400749061624,0.0,0.061097147493708315,0.09101288744234137,0.18898781745385562,0.10194050420308798,0.08102857192550139,0.20403934225109654,0.17305755001273093,0.16833859842434862,0.22073854983679553,0.19476892882794816,0.2339115911442371,0.21041194347944359,0.10700688579377138,0.17454244908547567,0.1581511024593346,0.1587983521035372,0.14992754207300463,0.1860071746771923,0.18380446320363075,0.204430943866876,0.20059397805406398,0.184460911143841,0.1851903984437424,0.16376721150955798,0.18746094818794812,0.16364950479134344,0.1745294392628124,0.1499487961288637,0.178764263057009,0.19385255034778337,0.18233454061674892,0.16991206053253172,0.18906903752178927,0.16945901802201546,0.13249540852646302,0.17290970052637822,0.2371480035245448,0.14276847024441242,0.1522997740395372,0.18057573429984264,0.16815590197832908
dragging the proxy icon on to the Desktop.txt,0.10962598035006965,0.14769424573560308,0.11033720034112371,0.1389071491083511,0.10489743120685213,0.16532572879484342,0.12479192609013656,0.11241449684452876,0.09861468790666483,0.1266709294108963,0.10838668761541415,0.11138474611115934,0.06101410729987844,0.06995615421220092,0.07824039448635722,0.10721464181858642,0.10593711335112876,0.07589758936236557,0.06613922806588268,0.03924388688913916,0.08202255605778319,0.07905504249774975,0.1016154153600961,0.05631383579606264,0.05317239330625467,0.0567920419633835,0.06930224916662064,0.06280151606008455,0.061097147493708315,0.0,0.02976712929395231,0.09416900693872432,0.056604238784547234,0.03046350096598993,0.14062800273997544,0.11514567702414957,0.11032461084039824,0.1651086117334427,0.17303801436966604,0.17327545731696703,0.13758569296712408,0.08482948465069817,0.13063653478280746,0.11661849208625408,0.11558687231898213,0.11149087203046137,0.1408298516757287,0.10972860579702903,0.14296463675288573,0.15297586188406154,0.13994120134778698,0.11722973002647474,0.11206699806964138,0.1680691124457192,0.08476854890363172,0.11238765900274417,0.09271992130528584,0.12873873626212373,0.13366261078137198,0.13261614421191403,0.12419387668985304,0.11668634030662106,0.0978129839043802,0.09626564258836434,0.11179775749043452,0.21583616267498795,0.10498727696751486,0.08603253024633628,0.11643236015014136,0.10443624465890611
